1D9A5B2B,gimmickAffordance
652F95E8,VO_CHG_HERO_NAGIRI_02
F032E36D,VO_CHG_HERO_NAGIRI_03
12C7E33D,VO_CHG_HERO_NAGIRI_04
9D11DECD,VO_CHG_HERO_NAGIRI_05
B3451AE7,VO_CHG_HERO_NAGIRI_06
06C42044,VO_CHG_HERO_NAGIRI_07
3D95BE5A,VO_CHG_HERO_NAGIRI_08
8CFE349E,VO_CHG_TQ_PC_01
E8DE525A,VO_CHG_TQ_PC_02
4A87FDA0,VO_CHG_TQ_PC_03
2440E6AD,VO_CHG_TQ_PC_04
2EA8A4D5,VO_CHG_TQ_PC_05
B330FDDD,VO_CHG_TQ_PC_06
AC513D44,VO_CHG_TQ_PC_07
9C0DA06B,VO_CHG_TQ_PC_08
99A2D341,VO_CHG_TQ_PC_09
D63B852A,VO_CHG_TQ_PC_10
F68FEA48,VO_CHG_TQ_PC_11
75BA37EF,VO_CHG_TQ_PC_12
740EB8C1,VO_FLD_ELEVATOR_OPERATE_01
6649119C,VO_FLD_ELEVATOR_OPERATE_02
741018D6,VO_FLD_ELEVATOR_OPERATE_03
60BDF3D7,VO_CHG_HERO_ASHERAH_01
2A276381,VO_CHG_HERO_ASHERAH_02
317F7B36,VO_CHG_HERO_ASHERAH_03
C7ACFB57,VO_CHG_HERO_ASHERAH_04
5EE496AE,VO_CHG_HERO_ASHERAH_05
1158EA38,VO_CHG_HERO_ASHERAH_06
9C892939,VO_CHG_HERO_ASHERAH_07
1975C38B,VO_CHG_HERO_ASHERAH_08
B41221C4,VO_CHG_HERO_ASHERAH_09
3CB5C155,VO_CHG_HERO_ASHERAH_10
D519C0F3,VO_CHG_HERO_ASHERAH_11
F199DB1B,VO_CHG_HERO_ASHERAH_12
3DA0B694,VO_CHG_HERO_ASHERAH_13
083A7FA4,VO_CHG_HERO_ASHERAH_14
DB6B864C,VO_CHG_HERO_ASHERAH_15
250871CB,VO_CHG_HERO_ASHERAH_16
A4592F61,VO_CHG_HERO_ASHERAH_17
E6C524B5,VO_CHG_HERO_ASHERAH_18
CE9B5E16,VO_CHG_HERO_ASHERAH_19
AC8A00F2,VO_CHG_HERO_ASHERAH_20
83202A90,VO_CHG_HERO_ASHERAH_21
B29ED287,VO_CHG_HERO_ASHERAH_22
2D654147,VO_CHG_HERO_ASHERAH_23
1EB3CC80,VO_CHG_HERO_ASHERAH_24
BC47877F,VO_CHG_HERO_ASHERAH_25
0C15CB94,VO_CHG_HERO_ASHERAH_26
1BA3CED8,VO_CHG_HERO_ASHERAH_27
4F8E03D9,VO_CHG_HERO_ASHERAH_28
511CAD79,VO_CHG_HERO_ASHERAH_29
6AE3BDEB,VO_CHG_HERO_ASHERAH_30
185EF9D3,VO_CHG_HERO_ASHERAH_31
8A61ED70,VO_CHG_HERO_ASHERAH_32
8B6026DF,VO_CHG_HERO_ASHERAH_33
BB9D0501,VO_CHG_HERO_ASHERAH_34
37D6FCEE,VO_CHG_HERO_ASHERAH_35
17EC5257,VO_CHG_HERO_ASHERAH_36
F941F8B1,VO_CHG_HERO_ASHERAH_37
3953F534,VO_CHG_HERO_ASHERAH_38
3207598A,VO_CHG_ARTS_EN_01
5A5660C9,VO_CHG_COMMU_SPOT_REST_01
F4F183E9,VO_FLD_JUMP
AF5FC0EF,VO_FLD_FALL_DEAD
2A5026E4,VO_FLD_FALL_DAMAGE
03A91C62,VO_FLD_DAMAGE_DEAD
B00DFA2D,VO_FLD_LADDER
AF2CFE4B,VO_FLD_CLIMB
145F87AC,VO_FLD_SLIDE_START
A23F220C,VO_FLD_SLIDE_END
5B587D22,VO_FLD_EISEN
AA092DC4,VO_FLD_SLIP_DAMAGE
493C9BB7,VO_FLD_SLIP_DAMAGE_INVALID
3A22ABDB,VO_FLD_WATER_JUMP
B31D82FB,VO_FLD_SHIP
405DADBF,VO_FLD_RE_SHIP
8DCFF671,VO_FLD_CHANGE_PC
6977559D,VO_FLD_GET_RARE_ITEM
92DB1430,VO_FLD_GET_VALUABLE
081A128E,VO_FLD_GET_NOPON_COIN
08B28E39,VO_FLD_INFO_ALL_01
241ED11A,VO_FLD_INFO_ALL_02
FD2D9207,VO_FLD_PULL
869AE06A,VO_FLD_TARGET_HIGH_LV
404F3960,VO_FLD_TARGET_NAMED
289308CC,VO_FLD_UNIQUE_MOT
F4360D2E,VO_FLD_TBOX_S
EDACB8EF,VO_FLD_TBOX_L
8F94004E,VO_FLD_OKURI_S
022E99FA,VO_FLD_OKURI_L
8C3C0F3E,VO_FLD_OKURI_L_AFTER
6C4DB509,VO_FLD_ENERGY
80250716,VO_FLD_ENERGY_ALL
F20050B3,VO_FLD_FERRONIS_POWER
864AE5CA,VO_FLD_FERRONIS_PLANT
B6B58B1D,VO_FLD_FERRONIS_TBOX
61319D26,VO_FLD_COOP_ROPE
3F211B59,VO_FLD_COOP_LADDER
DA6ED036,VO_FLD_COOP_ROCK
E60BED81,VO_FLD_COOP_SHUTTER
B0ADB26C,VO_FLD_COOP_DEBRIS
18A359B2,VO_FLD_UNIQUE_MOT_EN
FA29F0B3,VO_FLD_UNIQUE_MOT_COL_RAKKO_01
5A49E18C,VO_FLD_UNIQUE_MOT_COL_RAKKO_02
9E154035,VO_FLD_UNIQUE_MOT_COL_RAKKO_03
3E32BC49,VO_FLD_UNIQUE_MOT_COL_YADOKARI_03
518941B5,VO_FLD_UNIQUE_MOT_COL_YADOKARI_04
4D5DEE06,VO_FLD_UNIQUE_MOT_COL_YADOKARI_05
AE5601D9,VO_FLD_UNIQUE_MOT_COL_YADOKARI_01
371B8446,VO_FLD_UNIQUE_MOT_COL_YADOKARI_02
A87A2D79,VO_FLD_UNIQUE_MOT_COL_KURAIBU_06
7AEFB79C,VO_FLD_UNIQUE_MOT_COL_KURAIBU_03
6031CA3D,VO_FLD_UNIQUE_MOT_COL_KURAIBU_04
F9904B13,VO_FLD_UNIQUE_MOT_COL_KURAIBU_05
EFE0A91E,VO_FLD_UNIQUE_MOT_COL_KURAIBU_01
D53AF6E8,VO_FLD_UNIQUE_MOT_COL_KURAIBU_02
29B63FF7,VO_FLD_UNIQUE_MOT_COL_ANKOU_03
A85511CC,VO_FLD_UNIQUE_MOT_COL_ANKOU_04
EB12657B,VO_FLD_UNIQUE_MOT_COL_ANKOU_05
89B3E762,VO_FLD_UNIQUE_MOT_COL_ANKOU_01
4769BD4C,VO_FLD_UNIQUE_MOT_COL_ANKOU_02
1E11D79F,VO_FLD_UNIQUE_MOT_COL_FUKURO_03
5B9FD97E,VO_FLD_UNIQUE_MOT_COL_FUKURO_04
9DF4E126,VO_FLD_UNIQUE_MOT_COL_FUKURO_05
CC3892A0,VO_FLD_UNIQUE_MOT_COL_FUKURO_01
3DE9CC49,VO_FLD_UNIQUE_MOT_COL_FUKURO_02
88FA8CAA,VO_FLD_UNIQUE_MOT_COL_HEBI_03
3E4E12E6,VO_FLD_UNIQUE_MOT_COL_HEBI_04
53C95117,VO_FLD_UNIQUE_MOT_COL_HEBI_05
3C8E6DA6,VO_FLD_UNIQUE_MOT_COL_HEBI_06
741788F2,VO_FLD_UNIQUE_MOT_COL_HEBI_01
DFEA1235,VO_FLD_UNIQUE_MOT_COL_HEBI_02
F4328660,VO_FLD_UNIQUE_MOT_COL_USAGI_06
F1B0357C,VO_FLD_UNIQUE_MOT_COL_USAGI_03
40166AA3,VO_FLD_UNIQUE_MOT_COL_USAGI_04
804A185C,VO_FLD_UNIQUE_MOT_COL_USAGI_05
4B89C07E,VO_FLD_UNIQUE_MOT_COL_USAGI_02
AE1F5699,VO_FLD_UNIQUE_MOT_COL_USAGI_01
89B955FD,VO_FLD_UNIQUE_MOT_COL_GORIRA_03
683AC84A,VO_FLD_UNIQUE_MOT_COL_GORIRA_04
6089AB1F,VO_FLD_UNIQUE_MOT_COL_GORIRA_05
00D726F0,VO_FLD_UNIQUE_MOT_COL_GORIRA_06
854392D5,VO_FLD_UNIQUE_MOT_COL_GORIRA_07
415DBC95,VO_FLD_UNIQUE_MOT_COL_GORIRA_08
0605F96C,VO_FLD_UNIQUE_MOT_COL_GORIRA_01
12C191C9,VO_FLD_UNIQUE_MOT_COL_GORIRA_02
D6BAA38F,VO_FLD_UNIQUE_MOT_COL_SIRUDON_01
5ACFF850,VO_FLD_UNIQUE_MOT_COL_SIRUDON_02
D4F2F7D4,VO_FLD_UNIQUE_MOT_COL_SIRUMA_01
2A5C24DC,VO_FLD_UNIQUE_MOT_COL_SIRUMA_02
8D0207ED,VO_FLD_UNIQUE_MOT_COL_PIPITTO_03
3C82F122,VO_FLD_UNIQUE_MOT_COL_PIPITTO_04
74DBC05D,VO_FLD_UNIQUE_MOT_COL_PIPITTO_05
87083996,VO_FLD_UNIQUE_MOT_COL_PIPITTO_01
56E83282,VO_FLD_UNIQUE_MOT_COL_PIPITTO_02
4E836ACC,VO_FLD_UNIQUE_MOT_COL_TAKIN_01
2C9363D2,VO_FLD_UNIQUE_MOT_COL_TAKIN_02
FE17AC78,VO_FLD_UNIQUE_MOT_COL_TAKIN_03
6D92C3A2,VO_FLD_UNIQUE_MOT_COL_TAKIN_04
D4AAA81C,VO_FLD_UNIQUE_MOT_COL_TAKIN_05
08D9C5C4,VO_FLD_UNIQUE_MOT_COL_TAKIN_06
4416A5F0,VO_FLD_UNIQUE_MOT_COL_HAKIN_01
0CF56109,VO_FLD_UNIQUE_MOT_COL_ARUDON_03
0FC7BE77,VO_FLD_UNIQUE_MOT_COL_ARUDON_04
3609CF6F,VO_FLD_UNIQUE_MOT_COL_ARUDON_05
D4892678,VO_FLD_UNIQUE_MOT_COL_ARUDON_06
0624B1D2,VO_FLD_UNIQUE_MOT_COL_ARUDON_07
2BC87B2B,VO_FLD_UNIQUE_MOT_COL_ARUDON_08
F12EC8F1,VO_FLD_UNIQUE_MOT_COL_ARUDON_01
1C5E537D,VO_FLD_UNIQUE_MOT_COL_ARUDON_02
7F7DF922,VO_FLD_UNIQUE_MOT_WAR_VS_LOST_03
0F2ACE0F,VO_FLD_UNIQUE_MOT_WAR_VS_LOST_04
624B368E,VO_FLD_UNIQUE_MOT_WAR_VS_LOST_05
40131BB0,VO_FLD_UNIQUE_MOT_WAR_VS_LOST_06
3559D869,VO_FLD_UNIQUE_MOT_WAR_VS_LOST_02
A3217329,VO_FLD_UNIQUE_MOT_WAR_VS_LOST_01
02DF6FF1,VO_FLD_UNIQUE_MOT_WAR_K_VS_A_01
54A25AF8,VO_FLD_UNIQUE_MOT_WAR_K_VS_A_02
3A92C669,VO_FLD_UNIQUE_MOT_WAR_K_VS_A_03
AAF84455,VO_FLD_UNIQUE_MOT_WAR_K_VS_A_04
013FCFAE,VO_FLD_UNIQUE_MOT_WAR_K_VS_A_05
565C7108,VO_FLD_UNIQUE_MOT_WAR_K_VS_A_06
9BB9357E,VO_FLD_UNIQUE_MOT_WAR_K_VS_A_07
0F5887D9,VO_FLD_UNIQUE_MOT_WAR_K_VS_A_08
52D0D229,VO_FLD_UNIQUE_MOT_WAR_K_VS_A_09
708F5406,VO_FLD_UNIQUE_MOT_WAR_K_VS_A_10
4F3EF9E4,VO_FLD_UNIQUE_MOT_WAR_VS_MONSTER_01
0FCB3ACB,VO_FLD_UNIQUE_MOT_WAR_VS_MONSTER_02
3D3CF75C,VO_FLD_UNIQUE_MOT_WAR_VS_MONSTER_03
3A41AB17,VO_FLD_UNIQUE_MOT_WAR_VS_MONSTER_04
FFA6328A,VO_FLD_UNIQUE_MOT_WAR_VS_MONSTER_05
59802D6E,VO_FLD_UNIQUE_MOT_WAR_VS_MONSTER_06
B4501263,VO_FLD_UNIQUE_MOT_WAR_VS_MONSTER_07
18F71141,VO_FLD_UNIQUE_MOT_WAR_VS_MONSTER_08
9FDDEEDC,VO_FLD_UNIQUE_MOT_WAR_VS_MONSTER_09
D3F85BD5,VO_FLD_UNIQUE_MOT_WAR_VS_MONSTER_10
D6AD8210,VO_FLD_UNIQUE_MOT_WAR_S_VS_M_01
04A8B53D,VO_FLD_UNIQUE_MOT_WAR_S_VS_M_02
04D3DC98,VO_FLD_UNIQUE_MOT_WAR_S_VS_M_03
1798BC4C,VO_FLD_UNIQUE_MOT_WAR_S_VS_M_04
B3F85404,VO_FLD_UNIQUE_MOT_WAR_S_VS_M_05
DE9078A3,VO_FLD_UNIQUE_MOT_WAR_S_VS_M_07
615A7E16,VO_FLD_UNIQUE_MOT_WAR_S_VS_M_06
F00A96BF,VO_FLD_UNIQUE_MOT_WAR_ENEMY_VS_ALLISE_01
E0DC3402,VO_FLD_UNIQUE_MOT_WAR_ENEMY_VS_ALLISE_02
B2102DBF,VO_FLD_UNIQUE_MOT_WAR_ENEMY_VS_ALLISE_04
9C146A83,VO_FLD_UNIQUE_MOT_WAR_ENEMY_VS_ALLISE_03
146B09A0,VO_FLD_UNIQUE_MOT_KEIKAI_A_04
48F413AB,VO_FLD_UNIQUE_MOT_KEIKAI_A_05
AFD0A7F9,VO_FLD_UNIQUE_MOT_KEIKAI_A_06
CFF299B0,VO_FLD_UNIQUE_MOT_KEIKAI_A_07
0FE62671,VO_FLD_UNIQUE_MOT_KEIKAI_A_08
7C316774,VO_FLD_UNIQUE_MOT_KEIKAI_A_09
A51C4E27,VO_FLD_UNIQUE_MOT_KEIKAI_A_10
C18E9F5D,VO_FLD_UNIQUE_MOT_KEIKAI_A_11
2800E68D,VO_FLD_UNIQUE_MOT_KEIKAI_A_12
93380898,VO_FLD_UNIQUE_MOT_KEIKAI_A_01
F524D551,VO_FLD_UNIQUE_MOT_KEIKAI_A_02
076BAA92,VO_FLD_UNIQUE_MOT_KEIKAI_A_03
B5ABAE3A,VO_FLD_UNIQUE_MOT_KEIKAI_K_03
6915E734,VO_FLD_UNIQUE_MOT_KEIKAI_K_04
E06B0B77,VO_FLD_UNIQUE_MOT_KEIKAI_K_05
210AFAA4,VO_FLD_UNIQUE_MOT_KEIKAI_K_06
11318D61,VO_FLD_UNIQUE_MOT_KEIKAI_K_07
2C78C6E6,VO_FLD_UNIQUE_MOT_KEIKAI_K_08
65B57A3E,VO_FLD_UNIQUE_MOT_KEIKAI_K_09
911F5374,VO_FLD_UNIQUE_MOT_KEIKAI_K_10
3C54AC45,VO_FLD_UNIQUE_MOT_KEIKAI_K_11
44C13A33,VO_FLD_UNIQUE_MOT_KEIKAI_K_12
15861825,VO_FLD_UNIQUE_MOT_KEIKAI_K_01
B1C923C4,VO_FLD_UNIQUE_MOT_KEIKAI_K_02
578432ED,VO_FLD_UNIQUE_MOT_CALL_BARABD_03
1ECD04F4,VO_FLD_UNIQUE_MOT_CALL_BARABD_04
499589A1,VO_FLD_UNIQUE_MOT_CALL_BARABD_05
ED2ACA01,VO_FLD_UNIQUE_MOT_CALL_BARABD_01
3F9909AB,VO_FLD_UNIQUE_MOT_CALL_BARABD_02
E2942747,VO_FLD_UNIQUE_MOT_CALL_UPA_03
A3215196,VO_FLD_UNIQUE_MOT_CALL_UPA_04
10985EA4,VO_FLD_UNIQUE_MOT_CALL_UPA_05
D1DFF490,VO_FLD_UNIQUE_MOT_CALL_UPA_06
96E3B792,VO_FLD_UNIQUE_MOT_CALL_UPA_01
DC3F7D83,VO_FLD_UNIQUE_MOT_CALL_UPA_02
EB0ACED1,VO_FLD_UNIQUE_MOT_CALL_ANKOU_03
86FF4E1A,VO_FLD_UNIQUE_MOT_CALL_ANKOU_04
39F13B71,VO_FLD_UNIQUE_MOT_CALL_ANKOU_05
A8FC537B,VO_FLD_UNIQUE_MOT_CALL_ANKOU_06
4ED2ABFD,VO_FLD_UNIQUE_MOT_CALL_ANKOU_01
01FF025D,VO_FLD_UNIQUE_MOT_CALL_ANKOU_02
83779C2C,VO_FLD_UNIQUE_MOT_CALL_TAKIN_03
590BEA10,VO_FLD_UNIQUE_MOT_CALL_TAKIN_04
E6B6C7EE,VO_FLD_UNIQUE_MOT_CALL_TAKIN_05
3BD9514E,VO_FLD_UNIQUE_MOT_CALL_TAKIN_06
3D85539B,VO_FLD_UNIQUE_MOT_CALL_TAKIN_07
E017A036,VO_FLD_UNIQUE_MOT_CALL_TAKIN_01
416E2A61,VO_FLD_UNIQUE_MOT_CALL_TAKIN_02
D311FCEF,VO_FLD_UNIQUE_MOT_CALL_IGUNA_03
F6A78B71,VO_FLD_UNIQUE_MOT_CALL_IGUNA_04
7FE0561A,VO_FLD_UNIQUE_MOT_CALL_IGUNA_05
D002C20A,VO_FLD_UNIQUE_MOT_CALL_IGUNA_06
B95CA6B6,VO_FLD_UNIQUE_MOT_CALL_IGUNA_01
ED3D6E84,VO_FLD_UNIQUE_MOT_CALL_IGUNA_02
53C731C9,VO_FLD_UNIQUE_MOT_CALL_ANTOL_02
7B4D6BFA,VO_FLD_UNIQUE_MOT_CALL_ANTOL_03
C30ED33E,VO_FLD_UNIQUE_MOT_CALL_ANTOL_04
A890FF70,VO_FLD_UNIQUE_MOT_CALL_ANTOL_01
F499C351,VO_FLD_UNIQUE_MOT_CALL_SPAID_03
87703428,VO_FLD_UNIQUE_MOT_CALL_SPAID_04
5BB7C2CA,VO_FLD_UNIQUE_MOT_CALL_SPAID_05
5470E28A,VO_FLD_UNIQUE_MOT_CALL_SPAID_06
B69630CF,VO_FLD_UNIQUE_MOT_CALL_SPAID_07
1C8135C3,VO_FLD_UNIQUE_MOT_CALL_SPAID_02
617919B8,VO_FLD_UNIQUE_MOT_CALL_SPAID_01
1AC13A4F,VO_FLD_UNIQUE_MOT_DISCHARGE_03
13EE56AD,VO_FLD_UNIQUE_MOT_DISCHARGE_04
8C1BD11F,VO_FLD_UNIQUE_MOT_DISCHARGE_05
FDB9D57E,VO_FLD_UNIQUE_MOT_DISCHARGE_01
EF2DC117,VO_FLD_UNIQUE_MOT_DISCHARGE_02
EEFA67D7,VO_FLD_UNIQUE_MOT_SKEWER_03
D70DD9C4,VO_FLD_UNIQUE_MOT_SKEWER_04
C6947253,VO_FLD_UNIQUE_MOT_SKEWER_05
29F35C0A,VO_FLD_UNIQUE_MOT_SKEWER_01
E2F11368,VO_FLD_UNIQUE_MOT_SKEWER_02
05E3AD14,VO_FLD_UNIQUE_MOT_SHAKE_03
F4B77EB5,VO_FLD_UNIQUE_MOT_SHAKE_04
F30CEEC2,VO_FLD_UNIQUE_MOT_SHAKE_05
438E76A5,VO_FLD_UNIQUE_MOT_SHAKE_01
0EA7D4CD,VO_FLD_UNIQUE_MOT_SHAKE_02
309D5D31,VO_FLD_UNIQUE_MOT_DANCE_03
E3F79014,VO_FLD_UNIQUE_MOT_DANCE_04
AC590955,VO_FLD_UNIQUE_MOT_DANCE_05
BB1BAFF2,VO_FLD_UNIQUE_MOT_DANCE_06
9101D242,VO_FLD_UNIQUE_MOT_DANCE_07
6ABBCBA2,VO_FLD_UNIQUE_MOT_DANCE_01
326DB43E,VO_FLD_UNIQUE_MOT_DANCE_02
2AD51878,VO_FLD_GRAVESTONE
6D78DB7B,VO_FLD_GIMMICK
FC1176BC,VO_FLD_ELEVATOR_CALL
336E1B9B,VO_FLD_ELEVATOR_OPERATE
F36BBD3A,VO_FLD_BLACK_MIST
09BED488,VO_FLD_MUDDY
C8D9C999,VO_FLD_RESPAWN_BATTLE
FFB0DA26,VO_FLD_RESPAWN_FIELD
071D4EDC,VO_FLD_NEW_AREA
68458876,VO_FLD_NEW_UNEXPLORED
47BF586D,VO_FLD_NEW_COMMU_SPOT
7553C001,VO_FLD_COMMU_SPOT_LEAVE
ECC8B4C9,VO_FLD_WEATHER_01
1FC56DA5,VO_FLD_WEATHER_02
327A61C4,VO_FLD_WEATHER_03
8B059A15,VO_FLD_WEATHER_04
7179AF54,VO_FLD_WEATHER_05
C74812BB,VO_FLD_WEATHER_06
F8CD987C,VO_FLD_WEATHER_07
4CF5F4E5,VO_FLD_WEATHER_08
173D9AC5,VO_FLD_WEATHER_09
11354A21,VO_FLD_WEATHER_10
E09B78E7,VO_FLD_WEATHER_11
81EB1D6C,VO_FLD_WEATHER_56
F0CDA4CD,VO_FLD_WEATHER_60
8059A215,VO_FLD_WEATHER_12
6F82BF41,VO_FLD_WEATHER_13
1EED8825,VO_FLD_WEATHER_14
609F2C3D,VO_FLD_WEATHER_15
BB43BC60,VO_FLD_WEATHER_16
11426384,VO_FLD_WEATHER_17
A53CB4F8,VO_FLD_WEATHER_18
BCE79554,VO_FLD_WEATHER_19
E19915F6,VO_FLD_WEATHER_20
C1D0D227,VO_FLD_WEATHER_21
41BBE9EE,VO_FLD_WEATHER_22
43ED329D,VO_FLD_WEATHER_23
1B3D528B,VO_FLD_WEATHER_24
E77E91BA,VO_FLD_WEATHER_25
D573B769,VO_FLD_WEATHER_58
7530069A,VO_FLD_WEATHER_61
22367452,VO_FLD_WEATHER_26
A89D79F2,VO_FLD_WEATHER_27
6CEF7DBD,VO_FLD_WEATHER_28
8A137111,VO_FLD_WEATHER_29
C37296DE,VO_FLD_WEATHER_30
CE1892D6,VO_FLD_WEATHER_31
CDCBA311,VO_FLD_WEATHER_32
6363D7AF,VO_FLD_WEATHER_33
A6C0354C,VO_FLD_WEATHER_34
420A0612,VO_FLD_WEATHER_35
F6001151,VO_FLD_WEATHER_36
2C344807,VO_FLD_WEATHER_37
5856D5FE,VO_FLD_WEATHER_38
4FA48722,VO_FLD_WEATHER_39
44349DE4,VO_FLD_WEATHER_59
C30D8206,VO_FLD_WEATHER_40
3B4D7717,VO_FLD_WEATHER_41
E33A11C2,VO_FLD_WEATHER_42
FC307940,VO_FLD_WEATHER_43
8D935D73,VO_FLD_WEATHER_44
A6D6753B,VO_FLD_WEATHER_45
E9B734BF,VO_FLD_WEATHER_46
29CB4C01,VO_FLD_WEATHER_47
44111EB2,VO_FLD_WEATHER_48
CED1E676,VO_FLD_WEATHER_49
9CB8CD20,VO_FLD_WEATHER_50
A8EC800F,VO_FLD_WEATHER_51
E3050C45,VO_FLD_WEATHER_52
B4320491,VO_FLD_WEATHER_53
B0BAF271,VO_FLD_WEATHER_57
4BEB5D3B,VO_FLD_WEATHER_54
F2F0977D,VO_FLD_WEATHER_55
EC2CD305,VO_FLD_DAYTIME
CB85EAFF,VO_FLD_NIGHTTIME
E9E2C9DB,VO_FLD_SKIP_TRAVEL
B76C8323,VO_FLD_SUPPLY_DROP
4EE36417,VO_FLD_SUPPLY_DROP_ACCESS
559431C3,VO_FLD_NEW_INTEREST_POINT
1F525041,VO_FLD_BALLOON
DE3BBB79,VO_FLD_EYE_BANDAGE_IN
AC675874,VO_FLD_EYE_BANDAGE_OUT
3C71FBC9,VO_FLD_COMMU_SPOT_COOK_START
9D1BC1DF,VO_FLD_COMMU_SPOT_COOK_END
1E67219F,VO_FLD_UI_COLONY_FREE
94D007C0,VO_FLD_UI_KIZUNA_BOUNS
2F451FCF,VO_FLD_UI_GEM_UPGRADE
6B56E485,VO_FLD_UI_COLONY_NEW
5EF214B0,VO_FLD_UI_COLONY_UPDATE
B1EA99ED,VO_FLD_UI_KIZUNA_NPC_NEW
6F62479D,VO_FLD_UI_KIZUNA_UPDATE
E6BF49FE,VO_FLD_UI_KIZUNA_LVUP
A9DE68F6,VO_FLD_UI_CHANGE_QUEST
EAEB4F8F,VO_FLD_SUPPLY_DROP_START
62B88113,VO_FLD_UI_ENLEGION_WAR_START_01
EBC44710,VO_FLD_UI_ENLEGION_WAR_START_02
EC2EA72C,VO_FLD_UI_ENLEGION_WAR_START_03
D0F9ABAF,VO_FLD_UI_ENLEGION_WAR_END_01
7B4E7A0A,VO_FLD_UI_ENLEGION_WAR_END_02
AB4C17E3,VO_FLD_UI_ENLEGION_WAR_END_03
70EB25D6,VO_FLD_CAMP_CLEANING
053EFB56,VO_FLD_COMMU_SPOT_ENTER
0A4EB1FD,VO_FLD_COMMU_SPOT_DISCUSSION_01
05F39895,VO_FLD_COMMU_SPOT_DISCUSSION_02
203F05ED,VO_FLD_COMMU_SPOT_LV_UP
12FE2FE7,VO_FLD_COMMU_SPOT_LV_DOWN
3DB72BA2,VO_FLD_COMMU_SPOT_LV_TRAINING_01
3D04031B,VO_FLD_COMMU_SPOT_LV_TRAINING_02
ADD2DA5F,VO_FLD_COMMU_SPOT_LV_TRAINING_03
21A6FF59,VO_FLD_COMMU_SPOT_LV_TRAINING_04
50904AD6,VO_FLD_COMMU_SPOT_LV_TRAINING_05
2B8729F4,VO_FLD_COMMU_SPOT_LV_TRAINING_06
51A7B158,VO_FLD_COMMU_SPOT_GEM_CRAFT
221B7FDC,VO_FLD_COMMU_SPOT_GEM_COMPLETE_01
D0066E2F,VO_FLD_COMMU_SPOT_GEM_COMPLETE_02
315CF174,VO_FLD_COMMU_SPOT_GEM_COMPLETE_03
E464711B,VO_FLD_COMMU_SPOT_GEM_COMPLETE_04
AB8B07CE,VO_FLD_COMMU_SPOT_GEM_COMPLETE_05
0691FBAE,VO_FLD_COMMU_SPOT_GEM_COMPLETE_06
E70EBCE7,VO_FLD_COMMU_SPOT_MANANA_START
5B7AECA0,VO_OKURI_S_NOAH_01
9718988E,VO_OKURI_S_NOAH_02
CF8E1978,VO_OKURI_S_NOAH_03
063B7B51,VO_OKURI_S_NOAH_04
395E8FCA,VO_OKURI_S_NOAH_05
7F7C06B3,VO_OKURI_S_MIO_01
E6450479,VO_OKURI_S_MIO_02
DCDCABD0,VO_OKURI_S_MIO_03
5627D094,VO_OKURI_S_MIO_04
D95917BB,VO_OKURI_S_MIO_05
2B284C1B,VO_FLD_TARGET_RARE_01
6447754D,VO_FLD_TARGET_RARE_02
42147705,VO_FLD_TARGET_RARE_03
B0C96E47,VO_FLD_TARGET_RARE_04
5705F69B,VO_FLD_TARGET_RARE_05
1FFB0F35,VO_FLD_TARGET_RARE_06
5CC94A89,VO_FLD_TARGET_RARE_07
2AA5BBE6,VO_FLD_TARGET_RARE_08
E450DD11,VO_FLD_TARGET_RARE_09
28D8750E,VO_FLD_TARGET_RARE_10
2168EA7E,VO_FLD_TARGET_RARE_11
B2313438,VO_FLD_TARGET_RARE_12
F8CEB3C6,VO_FLD_TARGET_RARE_13
976E9CFC,VO_FLD_TARGET_RARE_14
92B1DF4B,VO_FLD_TARGET_RARE_15
26B22BE2,VO_FLD_TARGET_RARE_16
E03C366E,VO_FLD_TARGET_RARE_17
A016B965,VO_FLD_TARGET_RARE_19
DACDB51C,VO_FLD_TARGET_RARE_20
42FDD71E,VO_FLD_TARGET_RARE_21
FF5D69DC,VO_FLD_TARGET_RARE_22
B7EBDD72,VO_FLD_TARGET_RARE_23
1E5B685B,VO_FLD_TARGET_RARE_24
1082A2D5,VO_FLD_TARGET_RARE_25
D45082C1,VO_FLD_TARGET_RARE_27
41523101,VO_FLD_TARGET_RARE_28
EF6BBCAA,VO_FLD_TARGET_RARE_26
392FDC1F,VO_FLD_COMMU_SPOT_REST_01
D7065110,VO_FLD_COMMU_SPOT_REST_02
2F994450,VO_FLD_COMMU_SPOT_REST_03
332C3D1E,VO_FLD_COMMU_SPOT_REST_04
1D167E2D,VO_FLD_COMMU_SPOT_REST_05
9BB5D2A8,VO_FLD_COMMU_SPOT_REST_06
95567C88,VO_FLD_COLLECT_ETHERSPHERE
BCFC2F5D,VO_FLD_PROMPT_INORISE
88FC1D36,VO_FLD_INORISE_GET_ABILITY1
7242C844,VO_FLD_INORISE_GET_ABILITY2
1C2DF546,VO_FLD_SENSE_ETHERSPHERE_01
D1700D67,VO_FLD_SENSE_ETHERSPHERE_02
3B17200F,VO_FLD_SENSE_ETHERSPHERE_03
B07AA672,VO_FLD_SENSE_ETHERSPHERE_04
F8696B49,VO_FLD_SENSE_ETHERSPHERE_05
0F4C5A72,VO_FLD_SENSE_ETHERSPHERE_06
AD02117C,VO_FLD_SENSE_ETHERSPHERE_07
7EBF6AAE,VO_FLD_GET_RE_VALUABLE
